teamId,abbreviation,displayName,slug,seasonType,eventId,teamOrder,possessionPct,foulsCommitted,yellowCards,redCards,offsides,wonCorners,saves,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,accuratePasses,totalPasses,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,totalClearance,updateTime
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706966,0,67.9,17.0,1.0,1.0,0.0,7.0,4.0,17.0,3.0,0.2,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,10.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-02-04 05:35:07
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706980,1,44.0,12.0,1.0,0.0,0.0,3.0,4.0,11.0,4.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-02-11 05:48:04
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706985,0,65.4,16.0,4.0,0.0,0.0,7.0,3.0,15.0,2.0,0.1,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,8.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-02-17 05:53:03
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706996,1,33.0,10.0,1.0,0.0,0.0,4.0,6.0,7.0,4.0,0.6,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-02-23 05:50:57
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707008,0,33.5,9.0,1.0,0.0,0.0,4.0,4.0,5.0,2.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-03-02 05:50:45
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707012,1,35.0,19.0,4.0,0.0,0.0,0.0,9.0,4.0,2.0,0.5,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,1.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-03-09 05:48:56
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707022,0,59.2,8.0,2.0,0.0,0.0,1.0,5.0,18.0,5.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,6.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-03-16 04:51:22
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707028,0,53.9,14.0,1.0,1.0,0.0,5.0,5.0,11.0,3.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-05 08:30:15
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707043,1,33.1,12.0,1.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-08 05:16:22
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707051,1,48.4,13.0,3.0,0.0,0.0,5.0,9.0,6.0,3.0,0.5,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-13 05:20:15
